ACC,LOSS
0.09806861103539581,0.3789709806442261
0.8325026284023208,0.11576969176530838
0.8325999766364238,0.11282137036323547
0.8337681554456602,0.11046642810106277
0.8360655737704918,0.1087767481803894
0.8360461041236712,0.10715099424123764
0.8358514076554652,0.10570670664310455
0.8358319380086445,0.10424032062292099
0.836299209532339,0.10279219597578049
0.8367859507028542,0.1015065535902977
0.8379151902184494,0.10019668936729431
0.838479809976247,0.0992203801870346
0.8391223083213271,0.09828907996416092
0.8394532923172774,0.0974220559000969
0.8398232156068689,0.09661209583282471
0.8405630621860519,0.09560392051935196
0.8411471515906701,0.09485845267772675
0.8418285892293914,0.09412217140197754
0.8421985125189829,0.09340877085924149
0.8427631322767805,0.09272275120019913
0.8432498734472956,0.0918850377202034
0.8438729021455551,0.09129194915294647
0.8446127487247381,0.0907265692949295
0.8444959308438145,0.09018604457378387
0.8448853237802266,0.08966776728630066
0.8455862310657685,0.088999904692173
0.8458393364744363,0.08854584395885468
0.8462871383513103,0.08810538798570633
0.8465597134067988,0.08767730742692947
0.8470075152836728,0.0872599333524704
0.8473969082200848,0.08668916672468185
0.8479031190374207,0.08631033450365067
0.8481172851524473,0.08593559265136719
0.8483509209142946,0.0855650082230568
0.8486234959697831,0.08519868552684784
0.8490323585530158,0.0846860334277153
0.8492854639616837,0.0843491405248642
0.8496553872512752,0.08401314914226532
0.8500447801876874,0.08367735892534256
0.8505509910050232,0.08334073424339294
0.8510961411160002,0.08286499232053757
0.8512129589969238,0.08254513144493103
0.8516023519333359,0.08222243934869766
0.851894396635645,0.08189799636602402
0.8525758342743662,0.08157280832529068
0.8532183326194462,0.08113498985767365
0.8536661344963202,0.0808318704366684
0.8543281024882209,0.08053061366081238
0.8546785561309918,0.08023205399513245
0.8550679490674039,0.0799369066953659
0.8554573420038161,0.07955673336982727
0.8558662045870488,0.07928556948900223
0.8564308243448464,0.07901767641305923
0.8569954441026439,0.07875265181064606
0.8571512012772088,0.07849027961492538
0.8576574120945446,0.07815984636545181
0.8580857443245979,0.07791540771722794
0.8583777890269071,0.07767309993505478
0.8585530158482925,0.07743265479803085
0.8590397570188076,0.07719431817531586
0.8593318017211168,0.07690347731113434
0.8596238464234259,0.07668158411979675
0.859818542891632,0.0764630138874054
0.8599353607725556,0.07624763250350952
0.8601884661812235,0.07603560388088226
0.8604999805303531,0.07578730583190918
0.8609672520540478,0.07559178024530411
0.8612592967563568,0.07540027052164078
0.8613177056968186,0.0752122551202774
0.8616292200459483,0.07502751797437668
0.8617849772205132,0.0748206079006195
0.8619602040418987,0.07464948296546936
0.8620575522760017,0.07448156923055649
0.8622717183910283,0.0743161216378212
0.8626027023869787,0.0741528645157814
0.8626221720337993,0.0739789828658104
0.8628752774424672,0.0738256573677063
0.8631283828511351,0.07367444038391113
0.8632841400257,0.073524609208107
0.8635956543748297,0.07337595522403717
0.8640045169580624,0.07322759926319122
0.864023986604883,0.07308641076087952
0.8641797437794478,0.07294689863920212
0.8642770920135509,0.07280872762203217
0.86456913671586,0.07267192751169205
0.8649001207118103,0.0725478008389473
0.8650753475331957,0.07241886109113693
0.8652700440014018,0.07229214161634445
0.8655815583505315,0.07216721773147583
0.8658346637591994,0.07204397767782211
0.8661461781083292,0.07194662094116211
0.8665355710447412,0.07183098047971725
0.8668276157470504,0.07171756029129028
0.8671585997430007,0.07160595804452896
0.8673532962112067,0.07149598747491837
0.8673338265643861,0.07142538577318192
0.867489583738951,0.07132195681333542
0.8678205677349012,0.07122044265270233
0.8680347338499279,0.07112039625644684
0.868132082084031,0.07102161645889282
0.8680931427903897,0.07097046077251434
0.8683657178458782,0.07087630033493042
0.8685993536077256,0.07078374922275543
0.8685214750204431,0.07069236040115356
0.8686188232545462,0.0706019327044487
0.8688329893695729,0.070563405752182
0.8690471554845995,0.07047640532255173
0.8692223823059849,0.07039083540439606
0.8693976091273704,0.07030630856752396
0.8695533663019352,0.07022258639335632
0.8694754877146529,0.07019322365522385
0.8695338966551147,0.07011211663484573
0.8698454110042444,0.07003239542245865
0.8699427592383474,0.06995361298322678
0.8701179860597329,0.06987559795379639
0.8700595771192711,0.06985296308994293
0.8702348039406566,0.06977685540914536
0.8703126825279389,0.06970209628343582
0.8704879093493244,0.06962820142507553
0.8707020754643511,0.06955494731664658
0.8707410147579923,0.06953694671392441
0.8708188933452747,0.06946498155593872
0.8709162415793777,0.06939432770013809
0.8711888166348662,0.06932450085878372
0.8711693469880456,0.06925523281097412
0.8710525291071219,0.06924011558294296
0.8711498773412251,0.06917165964841843
0.8714419220435341,0.06910452246665955
0.8715976792180989,0.06903814524412155
0.8717729060394844,0.06897230446338654
0.8719481328608699,0.06895912438631058
0.8720649507417936,0.06889380514621735
0.8723959347377439,0.06882981956005096
0.8725322222654881,0.06876657158136368
0.8726879794400529,0.06870386004447937
0.8725711615591293,0.068692147731781
0.8728047973209766,0.06862977147102356
0.872785327674156,0.06856875121593475
0.8728826759082591,0.06850846856832504
0.8730189634360033,0.06844869256019592
0.8731357813169269,0.06843812763690948
0.8731941902573888,0.06837856024503708
0.8731163116701063,0.06832032650709152
0.8732136599042093,0.06826286017894745
0.8734083563724154,0.06820587813854218
0.8734472956660566,0.06819609552621841
0.8735057046065184,0.06813923269510269
0.8735251742533391,0.06808371096849442
0.8736225224874421,0.06802893429994583
0.8737393403683658,0.06797463446855545
0.87387562789611,0.0679653137922287
0.8738561582492893,0.06791110336780548
0.8738950975429306,0.06785821914672852
0.8738561582492893,0.06780608743429184
0.87387562789611,0.06775444746017456
0.8738950975429306,0.06774534285068512
0.8741287333047778,0.06769374012947083
0.8742066118920603,0.06764349341392517
0.8742650208325221,0.06759396195411682
0.8743623690666251,0.06754493713378906
0.874420778007087,0.06753583252429962
0.87451812624119,0.06748685240745544
0.8746544137689343,0.06743918359279633
0.8746544137689343,0.0673922598361969
0.8747517620030373,0.06734582781791687
0.8748685798839609,0.06733651459217072
0.8749075191776021,0.06729009002447128
0.874965928118064,0.06724493950605392
0.8750243370585258,0.06720046699047089
0.8751411549394494,0.06715652346611023
0.8753358514076555,0.06714686006307602
0.8753553210544761,0.06710285693407059
0.8754137299949379,0.06706009805202484
0.875511078229041,0.06701799482107162
0.8755500175226821,0.06697635352611542
0.875608426463144,0.06696613132953644
0.8756863050504264,0.06692443788051605
0.8757252443440676,0.06688389927148819
0.8757836532845295,0.06684400886297226
0.8758810015186325,0.06680454313755035
0.8760172890463767,0.06679365038871765
0.876153576574121,0.06675410270690918
0.876153576574121,0.06671565771102905
0.8763093337486858,0.06667782366275787
0.8763288033955065,0.06664039939641953
0.8763677426891476,0.06662869453430176
0.8764650909232506,0.06659117341041565
0.8765040302168918,0.06655469536781311
0.876601378450995,0.06651873886585236
0.8767376659787391,0.06648319959640503
0.8767181963319185,0.06647062301635742
0.8767376659787391,0.06643497943878174
0.8767571356255598,0.06640031933784485
0.8768155445660216,0.06636616587638855
0.876796074919201,0.0663323774933815
0.8768544838596628,0.06631892174482346
0.8769518320937658,0.06628502905368805
0.8770297106810483,0.06625207513570786
0.8770686499746895,0.06621962040662766
0.8771270589151513,0.06618747115135193
0.8772633464428955,0.06617305427789688
0.8773606946769985,0.06614086031913757
0.8773996339706398,0.06610950827598572
0.8773606946769985,0.06607863306999207
0.8773996339706398,0.06604808568954468
0.8773996339706398,0.06603271514177322
0.8773996339706398,0.06600209325551987
0.8773996339706398,0.06597227603197098
0.8774191036174603,0.06594287604093552
0.8774580429111016,0.06591380387544632
0.877535921498384,0.06589752435684204
0.8776527393793077,0.06586837023496628
0.8776722090261283,0.065839983522892
0.8776722090261283,0.06581199914216995
0.8777111483197695,0.06578432023525238
0.8778084965538725,0.06576712429523468
0.877886375141155,0.06573937088251114
0.8779447840816168,0.0657123476266861
0.8779253144347962,0.06568571925163269
0.8779642537284373,0.06565934419631958
0.8780616019625404,0.06564123928546906
0.8780616019625404,0.06561484932899475
0.878081071609361,0.06558911502361298
0.8781394805498228,0.06556374579668045
0.8781589501966435,0.06553862988948822
0.8781589501966435,0.06551974266767502
0.8782173591371053,0.06549462676048279
0.878275768077567,0.06547011435031891
0.8783341770180288,0.06544596701860428
0.8783731163116701,0.06542208045721054
0.8783731163116701,0.06540243327617645
0.8784120556053113,0.06537852436304092
0.878528873486235,0.06535521894693375
0.8786067520735173,0.06533224135637283
0.8786651610139792,0.06530947983264923
0.8786456913671586,0.06528916209936142
0.8786651610139792,0.06526646018028259
0.8787430396012617,0.06524426490068436
0.8788793271290058,0.0652223750948906
0.8788598574821853,0.06520070880651474
0.8788987967758265,0.06517980992794037
0.8791324325376738,0.0651581883430481
0.8793076593590592,0.0651370957493782
0.8793465986527005,0.0651162639260292
0.8793855379463417,0.06509564071893692
0.879463416533624,0.06507422775030136
0.879463416533624,0.06505367904901505
0.8795802344145477,0.06503359228372574
0.879619173708189,0.06501376628875732
0.8796775826486507,0.06499417126178741
0.8797359915891125,0.06497233361005783
0.879716521942292,0.06495282799005508
0.8797554612359332,0.06493372470140457
0.879813870176395,0.06491490453481674
